BRAND,MODEL,TRIM,YEAR,IMAGE LINK,NAME,INTERFACE,POWER,CURRENT
Peugeot,e-208 GT,,2019,https://www.evspecifications.com/images/model/c61ca2/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",11 kW,-
Chevrolet,Spark EV,,2014,https://www.evspecifications.com/images/model/72e5af/640/main.jpg,Onboard charger,"Type 1 (IEC 62196-3 CC, CCS1)",-,-
Chevrolet,Spark EV,,2015,https://www.evspecifications.com/images/model/1e5eb0/640/main.jpg,Onboard charger,"Type 1 (IEC 62196-3 CC, CCS1)",-,-
BMW,i3,22 kWh,2014,https://www.evspecifications.com/images/model/45207c/640/main.jpg,Onboarch charger,"Type 1 (IEC 62196-3 CC, CCS1)",-,7.4 A
BMW,i3,22 kWh,2014,https://www.evspecifications.com/images/model/45207c/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",-,7.4 A
BMW,i3,22 kWh,2015,https://www.evspecifications.com/images/model/f7d27d/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",-,7.4 A
BMW,i3,22 kWh,2015,https://www.evspecifications.com/images/model/f7d27d/640/main.jpg,Onboarch charger,"Type 1 (IEC 62196-3 CC, CCS1)",-,7.4 A
BMW,i3,33 kWh,2017,https://www.evspecifications.com/images/model/d1d77f/640/main.jpg,Onboard charger,"Type 1 (IEC 62196-3 CC, CCS1)",11 kW,-
BMW,i3,33 kWh,2017,https://www.evspecifications.com/images/model/d1d77f/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",11 kW,-
BMW,i3,33 kWh,2018,https://www.evspecifications.com/images/model/1a2980/640/main.jpg,Onboard charger,"Type 1 (IEC 62196-3 CC, CCS1)",11 kW,-
BMW,i3,33 kWh,2018,https://www.evspecifications.com/images/model/1a2980/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",11 kW,-
e.GO,Life,20,2019,https://www.evspecifications.com/images/model/dbcba5/640/main.jpg,On-board charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",3.7 kW,16 A
Nissan,Leaf,SL Plus,2019,https://www.evspecifications.com/images/model/78f99b/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",6.6 kW,-
Nissan,Leaf,SL Plus,2019,https://www.evspecifications.com/images/model/78f99b/640/main.jpg,Onboard charger,"Type 1 (SAE J1772, IEC 61851-1, J Plug, Yazaki)",6.6 kW,-
Nissan,Leaf,SL Plus,2019,https://www.evspecifications.com/images/model/78f99b/640/main.jpg,Quick charge port,"Type 4 (IEC 62196-3 AA, CHAdeMO)",100 kW,-
BMW,i3,22 kWh,2016,https://www.evspecifications.com/images/model/02757e/640/main.jpg,Onboarch charger,"Type 1 (IEC 62196-3 CC, CCS1)",-,7.4 A
BMW,i3,22 kWh,2016,https://www.evspecifications.com/images/model/02757e/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",-,7.4 A
Nissan,Leaf,SV,2011,https://www.evspecifications.com/images/model/fe9f1/640/main.jpg,Onboard charger,"Type 1 (SAE J1772, IEC 61851-1, J Plug, Yazaki)",3.6 kW,-
Nissan,Leaf,SL,2011,https://www.evspecifications.com/images/model/b1e92/640/main.jpg,Onboard charger,"Type 1 (SAE J1772, IEC 61851-1, J Plug, Yazaki)",3.6 kW,-
Nissan,Leaf,SL,2011,https://www.evspecifications.com/images/model/b1e92/640/main.jpg,Quick charge port,"Type 4 (IEC 62196-3 AA, CHAdeMO)",50 kW,-
Jaguar,I-Pace,,2019,https://www.evspecifications.com/images/model/189c93/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",7 kW,-
Jaguar,I-Pace,,2019,https://www.evspecifications.com/images/model/189c93/640/main.jpg,Onboard charger,"Type 1 (IEC 62196-3 CC, CCS1)",7 kW,-
Tesla,Model 3,Long Range RWD,2017,https://www.evspecifications.com/images/model/e16258/640/main.jpg,Onboard charger,Tesla charging inlet,11.5 kW,40 A
Porsche,Taycan,Turbo,2020,https://www.evspecifications.com/images/model/bd84b2/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Porsche,Taycan,Turbo,2020,https://www.evspecifications.com/images/model/bd84b2/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",11 kW,-
Renault,Zoe,Q210,2013,https://www.evspecifications.com/images/model/332384/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",43 kW,-
Tesla,Model S,Standard Range,2019,https://www.evspecifications.com/images/model/d14199/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,Standard Range,2019,https://www.evspecifications.com/images/model/d14199/640/main.jpg,Onboard charger,Tesla charging inlet,11.5 kW,48 A
Renault,Zoe,Q90,2017,https://www.evspecifications.com/images/model/916086/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",43 kW,-
Renault,Zoe,Swiss Edition,2017,https://www.evspecifications.com/images/model/bd3987/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Renault,Zoe,R90,2017,https://www.evspecifications.com/images/model/3d3688/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Renault,Zoe,R240,2015,https://www.evspecifications.com/images/model/113985/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Mercedes-Benz,EQC,400 4MATIC,2020,https://www.evspecifications.com/images/model/c7d2a8/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",7.4 kW,-
Renault,Zoe,Expression Nav R90,2017,https://www.evspecifications.com/images/model/aff089/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Renault,Zoe,R110,2018,https://www.evspecifications.com/images/model/c09d8a/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Renault,Zoe,Q90,2019,https://www.evspecifications.com/images/model/bf8e8b/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",43 kW,-
Renault,Zoe,R90,2019,https://www.evspecifications.com/images/model/d9a88c/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Renault,Zoe,R110,2020,https://www.evspecifications.com/images/model/dc3eac/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",22 kW,-
Renault,Zoe,R135,2020,https://www.evspecifications.com/images/model/d323ad/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",22 kW,-
Tesla,Roadster 1.5,,2008,https://www.evspecifications.com/images/model/0f3a60/640/main.jpg,Onboard charger,Tesla charging inlet,-,-
Volkswagen,e-Golf,,2014,https://www.evspecifications.com/images/model/edba70/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",7.2 kW,-
Tesla,Roadster 2.0,,2009,https://www.evspecifications.com/images/model/54fb61/640/main.jpg,Onboard charger,Tesla charging inlet,-,-
Tesla,Roadster Sport 2.0,,2009,https://www.evspecifications.com/images/model/f00f62/640/main.jpg,Onboard charger,Tesla charging inlet,-,-
Renault,Zoe,R110,2019,https://www.evspecifications.com/images/model/9cd48d/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Roadster 2.5,,2010,https://www.evspecifications.com/images/model/7cb763/640/main.jpg,Onboard charger,Tesla charging inlet,-,-
Tesla,Model S,Signature 85 RWD,2013,https://www.evspecifications.com/images/model/532833/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,Signature 85 RWD,2013,https://www.evspecifications.com/images/model/532833/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,90D,2016,https://www.evspecifications.com/images/model/f20f46/640/main.jpg,Onboard charger,Tesla charging inlet,-,72 A
Tesla,Model S,90D,2016,https://www.evspecifications.com/images/model/f20f46/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,90D,2016,https://www.evspecifications.com/images/model/f20f46/640/main.jpg,Onboard charger,Tesla charging inlet,11.5 kW,48 A
Tesla,Model S,Signature 85 RWD,2012,https://www.evspecifications.com/images/model/54972b/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,Signature 85 RWD,2012,https://www.evspecifications.com/images/model/54972b/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,Base 40 RWD,2013,https://www.evspecifications.com/images/model/b2c427/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,Base 40 RWD,2013,https://www.evspecifications.com/images/model/b2c427/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,Base 85 RWD,2013,https://www.evspecifications.com/images/model/40972a/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,Base 85 RWD,2013,https://www.evspecifications.com/images/model/40972a/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,Performance P85 RWD,2013,https://www.evspecifications.com/images/model/02e02c/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,Performance P85 RWD,2013,https://www.evspecifications.com/images/model/02e02c/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,Signature Performance P85,2013,https://www.evspecifications.com/images/model/6f152d/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,Signature Performance P85,2013,https://www.evspecifications.com/images/model/6f152d/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,Performance Plus P85+,2013,https://www.evspecifications.com/images/model/39a236/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,Performance Plus P85+,2013,https://www.evspecifications.com/images/model/39a236/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,P85 RWD,2014,https://www.evspecifications.com/images/model/657d30/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,P85 RWD,2014,https://www.evspecifications.com/images/model/657d30/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,P85 RWD,2014,https://www.evspecifications.com/images/model/657d30/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,P85 RWD,2014,https://www.evspecifications.com/images/model/657d30/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,85 RWD,2014,https://www.evspecifications.com/images/model/81ed2f/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,85 RWD,2014,https://www.evspecifications.com/images/model/81ed2f/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,85 RWD,2014,https://www.evspecifications.com/images/model/81ed2f/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,85 RWD,2014,https://www.evspecifications.com/images/model/81ed2f/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,P85D 165kW+350kW,2014,https://www.evspecifications.com/images/model/750a31/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,P85D 165kW+350kW,2014,https://www.evspecifications.com/images/model/750a31/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,P85D 165kW+350kW,2014,https://www.evspecifications.com/images/model/750a31/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,P85D 165kW+350kW,2014,https://www.evspecifications.com/images/model/750a31/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,P85+,2014,https://www.evspecifications.com/images/model/ceaf37/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,P85+,2014,https://www.evspecifications.com/images/model/ceaf37/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,P85+,2014,https://www.evspecifications.com/images/model/ceaf37/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,P85+,2014,https://www.evspecifications.com/images/model/ceaf37/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,60 RWD,2015,https://www.evspecifications.com/images/model/95aa34/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,60 RWD,2015,https://www.evspecifications.com/images/model/95aa34/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,60 RWD,2015,https://www.evspecifications.com/images/model/95aa34/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,60 RWD,2015,https://www.evspecifications.com/images/model/95aa34/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,85 RWD,2015,https://www.evspecifications.com/images/model/b0593b/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,85 RWD,2015,https://www.evspecifications.com/images/model/b0593b/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,85 RWD,2015,https://www.evspecifications.com/images/model/b0593b/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,85 RWD,2015,https://www.evspecifications.com/images/model/b0593b/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,85D 140kW+140kW,2015,https://www.evspecifications.com/images/model/363432/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,85D 140kW+140kW,2015,https://www.evspecifications.com/images/model/363432/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,85D 140kW+140kW,2015,https://www.evspecifications.com/images/model/363432/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,85D 140kW+140kW,2015,https://www.evspecifications.com/images/model/363432/640/main.jpg,Twin charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,70D 193kW+193kW,2015,https://www.evspecifications.com/images/model/45c144/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,70D 193kW+193kW,2015,https://www.evspecifications.com/images/model/45c144/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,70D 193kW+193kW,2015,https://www.evspecifications.com/images/model/45c144/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,70D 193kW+193kW,2015,https://www.evspecifications.com/images/model/45c144/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,P85D 165kW+350kW,2015,https://www.evspecifications.com/images/model/69c83e/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,P85D 165kW+350kW,2015,https://www.evspecifications.com/images/model/69c83e/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,P85D 165kW+350kW,2015,https://www.evspecifications.com/images/model/69c83e/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,P85D 165kW+350kW,2015,https://www.evspecifications.com/images/model/69c83e/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,60 RWD,2014,https://www.evspecifications.com/images/model/39812e/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,60 RWD,2014,https://www.evspecifications.com/images/model/39812e/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,60 RWD,2014,https://www.evspecifications.com/images/model/39812e/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,60 RWD,2014,https://www.evspecifications.com/images/model/39812e/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,70D 140kW+140kW,2015,https://www.evspecifications.com/images/model/517835/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,70D 140kW+140kW,2015,https://www.evspecifications.com/images/model/517835/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,70D 140kW+140kW,2015,https://www.evspecifications.com/images/model/517835/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,70D 140kW+140kW,2015,https://www.evspecifications.com/images/model/517835/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,70 RWD,2015,https://www.evspecifications.com/images/model/695f38/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,70 RWD,2015,https://www.evspecifications.com/images/model/695f38/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,70 RWD,2015,https://www.evspecifications.com/images/model/695f38/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,70 RWD,2015,https://www.evspecifications.com/images/model/695f38/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,Base 60 RWD,2013,https://www.evspecifications.com/images/model/c24629/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,Base 60 RWD,2013,https://www.evspecifications.com/images/model/c24629/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,85D 193kW+193kW,2015,https://www.evspecifications.com/images/model/80c83d/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,85D 193kW+193kW,2015,https://www.evspecifications.com/images/model/80c83d/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,85D 193kW+193kW,2015,https://www.evspecifications.com/images/model/80c83d/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,85D 193kW+193kW,2015,https://www.evspecifications.com/images/model/80c83d/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,P85D 193kW+375kW,2015,https://www.evspecifications.com/images/model/fa1f43/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,P85D 193kW+375kW,2015,https://www.evspecifications.com/images/model/fa1f43/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,P85D 193kW+375kW,2015,https://www.evspecifications.com/images/model/fa1f43/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,P85D 193kW+375kW,2015,https://www.evspecifications.com/images/model/fa1f43/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,P85DL Ludicrous,2015,https://www.evspecifications.com/images/model/12cf3f/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,P85DL Ludicrous,2015,https://www.evspecifications.com/images/model/12cf3f/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,P85DL Ludicrous,2015,https://www.evspecifications.com/images/model/12cf3f/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,P85DL Ludicrous,2015,https://www.evspecifications.com/images/model/12cf3f/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model S,90 RWD,2015,https://www.evspecifications.com/images/model/53774a/640/main.jpg,Onboard charger,Tesla charging inlet,10 kW,40 A
Tesla,Model S,90 RWD,2015,https://www.evspecifications.com/images/model/53774a/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
Tesla,Model S,90 RWD,2015,https://www.evspecifications.com/images/model/53774a/640/main.jpg,Twin chargers,Tesla charging inlet,20 kW,80 A
Tesla,Model S,90 RWD,2015,https://www.evspecifications.com/images/model/53774a/640/main.jpg,Twin chargers,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",22 kW,-
Tesla,Model X,70D,2016,https://www.evspecifications.com/images/model/b6521d/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",11 kW,-
